family,brand,categories,url
mobile_phone_cases,Mobiparts,s21,https://icecat.biz/en/p/mobiparts/mp-112940/mobile+phone+cases-8718066386540-classic+tpu+case+samsung+galaxy+s21+transparent-91225455.html
mobile_phone_cases,Mobiparts,s21,https://icecat.biz/en/p/mobiparts/mp-112939/mobile+phone+cases-8718066386533-classic+tpu+case+samsung+galaxy+s21+black-91225454.html
mobile_phone_cases,Mobiparts,s21_plus,https://icecat.biz/en/p/mobiparts/mp-112909/mobile+phone+cases-8718066386243-silicone+cover+samsung+galaxy+s21+plus+black-93002724.html
mobile_phone_cases,Mobiparts,s21_plus,https://icecat.biz/en/p/mobiparts/mp-112934/mobile+phone+cases-8718066386496-silicone+cover+samsung+galaxy+s21+plus+royal+grey-93002727.html
mobile_phone_cases,Mobiparts,s21_plus,https://icecat.biz/en/p/mobiparts/mp-112915/mobile+phone+cases-8718066386304-silicone+cover+samsung+galaxy+s21+plus+blueberry+blue-93002725.html
mobile_phone_cases,Mobiparts,s21_plus,https://icecat.biz/en/p/mobiparts/mp-112942/mobile+phone+cases-8718066386564-classic+tpu+case+samsung+galaxy+s21+plus+transparent-93002593.html
mobile_phone_cases,Mobiparts,s21_plus,https://icecat.biz/en/p/mobiparts/mp-112941/mobile+phone+cases-8718066386557-classic+tpu+case+samsung+galaxy+s21+plus+black-93002592.html
mobile_phone_cases,Mobiparts,s21_plus,https://icecat.biz/en/p/mobiparts/mp-112953/mobile+phone+cases-8718066386670-rugged+clear+case+samsung+galaxy+s21+plus+black-93002681.html
mobile_phone_cases,Mobiparts,s21_fe,https://icecat.biz/en/p/mobiparts/mp-117810/mobile+phone+cases-8718066392701-classic+tpu+case+samsung+galaxy+s21+fe+-2021-+transparent-93002591.html
mobile_phone_cases,Mobiparts,s21_fe,https://icecat.biz/en/p/mobiparts/mp-121901/mobile+phone+cases-8718066397935-classic+tpu+case+samsung+galaxy+s21+fe+-2022-+black-97229387.html
mobile_phone_cases,Mobiparts,s21_fe,https://icecat.biz/en/p/mobiparts/mp-121895/mobile+phone+cases-8718066397881-silicone+cover+samsung+galaxy+s21+fe+-2022-+black-97229392.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-vg980llegeu/mobile+phone+cases-8806090266164-ef-vg980-77941169.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-kg980cpegeu/mobile+phone+cases-8806090273636-ef-kg980-77941153.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-pg980tbegeu/mobile+phone+cases-8806090267246-ef-pg980-77657600.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-kg980cwegeu/mobile+phone+cases-8806090304552-ef-kg980-77941164.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-vg980ljegeu/mobile+phone+cases-8806090302558-ef-vg980-77941189.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-kg980cbegeu/mobile+phone+cases-8806090273650-ef-kg980-77941158.html
mobile_phone_cases,Samsung,s20,https://icecat.biz/en/p/samsung/ef-kg980clegeu/mobile+phone+cases-8806090273667-ef-kg980-77941155.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-rg988cbegeu/mobile+phone+cases-8806090264146-ef-rg988-77941204.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-kg988cbegeu/mobile+phone+cases-8806090273605-ef-kg988-77941161.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-vg988lsegeu/mobile+phone+cases-8806090330216-ef-vg988-77941213.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-pg988tlegeu/mobile+phone+cases-8806090267130-ef-pg988-77941180.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-vg988lregeu/mobile+phone+cases-8806090266041-ef-vg988-77941170.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-ng988pjegeu/mobile+phone+cases-8806090292255-ef-ng988-77941173.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-zg988cbegeu/mobile+phone+cases-8806090267215-ef-zg988-77941212.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-zg988cjegeu/mobile+phone+cases-8806090297243-ef-zg988-77941177.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-zg988cbegeu/mobile+phone+cases-8806090267215-ef-zg988-77941212.html
mobile_phone_cases,Samsung,s20_ultra,https://icecat.biz/en/p/samsung/ef-pg988tnegeu/mobile+phone+cases-8806090267116-ef-pg988-77941196.html
mobile_phone_cases,Samsung,s20_plus,https://icecat.biz/en/p/samsung/ef-ng985pjegeu/mobile+phone+cases-8806090292262-ef-ng985-77944553.html
mobile_phone_cases,Samsung,s20_plus,https://icecat.biz/en/p/samsung/ef-ng985pwegeu/mobile+phone+cases-8806090292347-ef-ng985-77941222.html
mobile_phone_cases,Samsung,s20_plus,https://icecat.biz/en/p/samsung/ef-vg985lsegeu/mobile+phone+cases-8806090330223-ef-vg985-77941182.html
mobile_phone_cases,Samsung,s20_plus,https://icecat.biz/en/p/samsung/ef-kg985cwegeu/mobile+phone+cases-8806090304507-ef-kg985-77941160.html
mobile_phone_cases,Samsung,s20_plus,https://icecat.biz/en/p/samsung/ef-vg985lregeu/mobile+phone+cases-8806090266089-ef-vg985-77941206.html
mobile_phone_cases,Samsung,s20_plus,https://icecat.biz/en/p/samsung/ef-xg985fjegeu/mobile+phone+cases-8806090273582-ef-xg985-77667488.html
mobile_phone_cases,Samsung,s21,https://icecat.biz/en/p/samsung/ef-pg991tbegww/mobile+phone+cases-8806090843778-ef-pg991-87633815.html
mobile_phone_cases,Samsung,s21,https://icecat.biz/en/p/samsung/ef-zg991cjegew/mobile+phone+cases-8806090839566-ef-zg991-87925413.html
mobile_phone_cases,Samsung,s21_ultra,https://icecat.biz/en/p/samsung/ef-zg998cbegew/mobile+phone+cases-8806090839344-ef-zg998-87633829.html
mobile_phone_cases,Samsung,s21_ultra,https://icecat.biz/en/p/samsung/ef-pg998tbegww/mobile+phone+cases-8806090843402-ef-pg998-87633835.html
mobile_phone_cases,Samsung,s21_ultra,https://icecat.biz/en/p/samsung/ef-pg99ptbegww/mobile+phone+cases-8806092011021-ef-pg99p-87633846.html
mobile_phone_cases,Samsung,s21_ultra,https://icecat.biz/en/p/samsung/ef-zg998cjegew/mobile+phone+cases-8806090839375-ef-zg998-87925397.html
mobile_phone_cases,Samsung,s21_plus,https://icecat.biz/en/p/samsung/ef-pg996tbegww/mobile+phone+cases-8806090843600-ef-pg996-87633823.html
mobile_phone_cases,Samsung,s21_plus,https://icecat.biz/en/p/samsung/ef-zg996cjegew/mobile+phone+cases-8806090839443-ef-zg996-87925399.html
mobile_phone_cases,Samsung,s21_fe,https://icecat.biz/en/p/samsung/ef-jg990ctegww/mobile+phone+cases-8806092642775-clear+standing+rugged+cover+s21+fe-92899237.html
mobile_phone_cases,Samsung,s21_fe,https://icecat.biz/en/p/samsung/ef-xg990cwegww/mobile+phone+cases-8806092653252-ef-xg990cwegww-94036643.html
mobile_phone_cases,Cellularline,s21_plus,https://icecat.biz/en/p/cellularline/sensationgals21plk/mobile+phone+cases-8018080399435-sensation+-+galaxy+s21%2B+soft-touch+silicone+case+with+built-in+microban-+antibacterial+technology+black-89300076.html
mobile_phone_cases,Cellularline,s21,https://icecat.biz/en/p/cellularline/finecgals21t/mobile+phone+cases-8018080399183-fine+-+galaxy+s21+soft-+ultra-slim+and+super-transparent+transparent-88964375.html
mobile_phone_cases,Cellularline,s21_plus,https://icecat.biz/en/p/cellularline/finecgals21plt/mobile+phone+cases-8018080399268-fine+-+galaxy+s21%2B+soft-+ultra-slim+and+super-transparent+transparent-89554953.html
mobile_phone_cases,Cellularline,s21,https://icecat.biz/en/p/cellularline/clearduogals21t/mobile+phone+cases-8018080399312-clear+strong+-+galaxy+s21+hard+case+with+rubber+edges+transparent-89300069.html
mobile_phone_cases,Cellularline,s21_ultra,https://icecat.biz/en/p/cellularline/clearduogals21ut/mobile+phone+cases-8018080399275-clear+strong+-+galaxy+s21+ultra+hard+case+with+rubber+edges+transparent-89554951.html
mobile_phone_cases,Cellularline,s21,https://icecat.biz/en/p/cellularline/tetracgals21t/mobile+phone+cases-8018080399411-tetra+force+strong+twist+-+galaxy+s21+ultra-protective+flexible+case+with+built-in+microban-+antibacterial+technology+transparent-89299799.html
mobile_phone_cases,Cellularline,s20_fe,https://icecat.biz/en/p/cellularline/finecgals20fet/mobile+phone+cases-8018080394652-fine+-+galaxy+s20+fe+soft-+ultra-slim+and+super-transparent-87384024.html
mobile_phone_cases,Cellularline,s20,https://icecat.biz/en/p/cellularline/sensationgals20fek/mobile+phone+cases-8018080394706-sensation+-+galaxy+s20+fe+soft-touch+silicone+case+black-89555337.html
mobile_phone_cases,Cellularline,s20_plus,https://icecat.biz/en/p/cellularline/sensationgals11r/mobile+phone+cases-8018080374302-sensation-78367368.html
mobile_phone_cases,Cellularline,s20,https://icecat.biz/en/p/cellularline/antimicrogals11ek/mobile+phone+cases-8018080385902-antibacterial-86656262.html
mobile_phone_cases,Cellularline,s20,https://icecat.biz/en/p/cellularline/darkstonegals11ek/mobile+phone+cases-8018080374425-dark+stone-78362656.html
mobile_phone_cases,PanzerGlass,s20,https://icecat.biz/en/p/panzerglass/0235/mobile+phone+cases-5711724002359-samsung+galaxy+s20+clear+frame-76978655.html
mobile_phone_cases,PanzerGlass,s20_plus,https://icecat.biz/en/p/panzerglass/0239/mobile+phone+cases-5711724002397-samsung+galaxy+s20%2B+black+frame+black+frame+-honeycomb-76978656.html
mobile_phone_cases,PanzerGlass,s20_plus,https://icecat.biz/en/p/panzerglass/0236/mobile+phone+cases-5711724002366-samsung+galaxy+s20%2B+clear+frame-76978658.html
mobile_phone_cases,PanzerGlass,s20_ultra,https://icecat.biz/en/p/panzerglass/0237/mobile+phone+cases-5711724002373-samsung+galaxy+s20+ultra+clear+frame-76978661.html
mobile_phone_cases,PanzerGlass,s22,https://icecat.biz/en/p/panzerglass/0375/mobile+phone+cases-5711724003752-biodegradable+case+for+samsung+galaxy+s22%2B+5g-96101344.html
mobile_phone_cases,PanzerGlass,s22_ultra,https://icecat.biz/en/p/panzerglass/0376/mobile+phone+cases-5711724003769-biodegradable+case+for+samsung+galaxy+s22+ultra+5g-96101345.html
mobile_phone_cases,PanzerGlass,s22,https://icecat.biz/en/p/panzerglass/0371/mobile+phone+cases-5711724003714-hardcase+for+samsung+galaxy+s22+5g+ab-95614229.html
mobile_phone_cases,PanzerGlass,s22_plus,https://icecat.biz/en/p/panzerglass/0372/mobile+phone+cases-5711724003721-hardcase+for+samsung+galaxy+s22%2B+5g+ab-95614230.html
